"","data.Choice","data.A_follower_count...data.B_follower_count","data.A_following_count...data.B_following_count","data.A_listed_count...data.B_listed_count","data.A_mentions_received...data.B_mentions_received","data.A_retweets_received...data.B_retweets_received","data.A_mentions_sent...data.B_mentions_sent","data.A_retweets_sent...data.B_retweets_sent","data.A_posts...data.B_posts","data.A_network_feature_1...data.B_network_feature_1","data.A_network_feature_2...data.B_network_feature_2","data.A_network_feature_3...data.B_network_feature_3"
"75",1,574603,1184,7093,257.3886341368,131.96497554658,13.51707261292,4.706676453735,6.98037236381,1085,23.1922494107,1043.83313223
"76",0,-6106469,119323,-38240,-16468.9989982163,-9799.436854504,4.94045865594,-4.239708176895,-5.25797636474,-61636,157.6152127554,5046.84043456
"77",0,-47423,-483,-1214,-234.3834034299,-67.88929270311,0.19490485039,-0.27886257448,-17.92423960398,-962,10.4115079365,120.1
"78",1,664,-1021,56,6.596862177185,1.325175065595,4.383103881145,1.232451216025,3.673050056215,29,79.2068965517,2846.79310345
"79",1,4267269,484,23686,4443.2709710007,2194.7178405812,26.866421384765,12.527779364065,23.2868431989,16435,-32.1775073178,-5005.24281788
"80",1,-736,235,10,-10.952092832268,-2.412052938765,-1.008062853105,-0.256439940145,-1.993675067615,-44,249.3913043478,2085.06521739
"81",1,-17721851,-46496,-84157,-15716.788811985,-5583.419619786,4.667825821767,2.213386786605,4.69686806002,-58711,50.0225497012,636.54627319
"82",0,-22271,-2003,9,-9.951223558561,-3.089817021635,-0.490702248412,0,-4.974064048265,-45,-29.1063829787,-495.39361702
"83",1,-35637,-2024,-14913,-79.110987,42.9107520665,25.56857726923,2.15742744192,19.03378311477,-471,-240.6544195682,-4961.99819005
"84",0,-233166,4128,-1829,-26.1244300887,-26.53493168582,7.12828747758,0.501221505968,7.43959121835,-152,135.3672071394,781.59326294
"85",1,62235,24615,1548,41.56902778894,11.39339045452,10.4739444195,-0.24143311316,8.174910766994,162,67.3816964286,2686.7485119
"86",0,-68387,-2126,-3684,-570.710672821,-232.4676723139,-7.58556137422,-4.992172458075,2.4058437937,-2223,-9.5632531148,-396.57905031
"87",0,-120773,1136,-6500,-611.1726213798,-164.23013557829,14.84614461185,1.519828735455,5.20698505093,-2207,47.8428118395,640.26194504
"88",1,58105,748,2858,95.3567861076,17.7375570919,4.68741513443,1.229931739336,3.20962515553,381,184.120143536,5239.09541268
"89",0,500679,2362,6688,307.253710749183,72.214822839543,1.268663250372,0.264569009882,1.999810701532,1091,69.1588021779,4268.37931034
"90",0,-698440,20544,-6796,-1693.94760138455,-316.746848980965,-2.49740260745,-0.7745720583,-3.95134156704,-5203,214.9729408583,8604.50067512
"91",1,798453,-245,14865,6841.8934245518,5009.77584204158,21.16717819182,2.285034615005,17.13929043588,23842,-42.6665377369,-1090.12375441
"92",0,-360553,-4243,-6789,-5432.93250821,-5168.873974728,-9.8097000574,0.697567779319,-9.9569258679,-2361,-17.3404434993,-1724.99010385
"93",1,1832713,342,30578,1673.71170461205,388.325923890465,29.231348444265,7.207790087255,17.063747544191,6259,-782.77398553,-8784.60522177
"94",0,141065,3107,-1656,-21.3952111714,-16.1203432339,12.56564862169,0.729591653828,6.95227689672,-132,154.0147092243,4955.67302218
"95",1,-232259,-1936,-3094,-168.0956700224,-71.9276830067,-7.097827080785,-1.940007726585,-6.75527609982,-668,10.2754504515,-4519.94228046
"96",0,-208,-53,-6,-0.45134327413,-0.020055286645,-0.727876267856,0,-1.706075535266,2,-19.222222222222,-3761.777777778
"97",1,480512,260376,5999,74.6376103653,48.57557043465,-7.976994490715,-2.051519521165,-0.8087250304,304,-84.2216812718,-106.22612788
"98",0,-39008,-314,-1609,-37.04137218612,-8.666301274451,-2.417192149232,-0.222406257208,0.20634603591,-151,-125.280674847,-2357.598670753
"99",0,-1052858,14859,-3596,-893.4392135326,-207.01901198246,-11.921277862865,-7.465139581665,-12.691878093565,-3297,311.1397397167,16127.27308067
"100",1,43408,-3874,-112,116.9009042114,27.9762388026,0,0,-3.218141895645,373,-58.1978816824,-1045.65965165
"101",1,6136,853,-155,-6.703204410911,-4.030034758103,0.266959197702,0,-1.724554401493,-23,38.06,3053.74
"102",1,-205336,-2558,-6563,181.456068658,64.027323239,-0.37087788146,-0.194868821092,-1.73136051441,741,27.4372795064,2310.95699334
"103",1,461416,331155,857,199.94706683527,136.151073939465,-0.473257188417,0,-0.468548279392,726,14.6338797814,1940.56010929
"104",0,-139995,-125454,-8695,-870.08787565204,-345.05955446113,-4.397967261115,0,-33.86890974517,-2750,-100.734781061,-4745.018175706
"105",1,9306697,1211,15103,4259.1647129161,644.5997244771,-5.16460531925,-0.71234434765,-9.4934472902,11945,-142.8155088323,-1717.8988292
"106",1,423289,37901,3994,-181.8339648635,-67.00183954793,-1.48199878042,-1.476495416412,-0.76644363235,-717,327.7245554965,12458.86791896
"107",1,172669,2115,16261,345.966494470781,85.216126913281,5.17018762434,1.237411867535,5.42153340029,1321,267.63298272,8989.71487603
"108",1,77590,605,3664,165.493980194465,89.042653053965,5.085763486255,2.316328011665,6.583401704741,682,82.9869565217,3777.76666667
"109",1,126515,611,4106,171.470228399982,36.944958489782,4.310819305415,1.429719133935,4.102379226355,689,49.044159544,580.96866097
"110",0,-4636460,314,-34921,52.454306173,98.5003633712,0.234262308266,0.234262308266,0.234262308266,16,22.9276452079,4258.16604294
"111",0,2050990,20014,8579,3393.14697004,-311.28058430008,-2.770596211624,-1.518704129686,-5.40232864223,13339,-8.81714864306,-881.245715995
"112",0,410470,38178,2986,-120.6648985105,-83.99959063973,-2.88660109282,-1.845389544452,-4.8820882213,-512,313.4457920163,10447.40877193
"113",0,-2269682,-2430,-11759,-6775.70797251428,-2943.09856665587,-8.47211604802,-1.4589064021,-62.43265488545,-21649,72.3475322396,1733.59108785
"114",0,-739561,-10716,-1277,-94.33592637221,-96.494012907551,-0.20581383633,-0.953854679995,-0.63712718064,-426,-9.1916859122,-870.0273287143
"115",0,-9538263,-1987,-17730,-4329.02066013515,-664.17330362066,-7.276492611115,-1.737877362225,-1.02160817667,-12227,-3.9451384167,-3014.65185041
"116",0,-355989,-85868,-5242,-131.145287653661,-23.178333766175,-7.281109145045,0,-7.305912874395,-566,-188.589160839,-7936.16958042
"117",1,-27503,-2923,-325,-24.520546697465,-3.744654955205,-0.78501862566,-0.78758302506,-0.78501862566,-104,-100.39047619,-28149.4761905
"118",0,-4488945,-399,-29757,-4498.86977705955,-2206.24861313724,-26.629792790556,-12.291150769856,-28.473659757885,-16641,37.8522736729,-223.42073352
"119",1,142378,-23822,-977,-44.308102871,68.8764250068,0.53471530172,1.940007726585,1.60971461897,136,-57.0960596303,4320.58058297
"120",1,98693,2234,5607,385.43841202132,172.082926707465,8.00416945862,4.73525742823,10.42047568782,1329,61.6397331357,2080.33358043
"121",1,7052,617,109,1.976046428,0.61405298161,0.505186682087,-0.256439940145,1.00064540426,10,13.2727272727,520.181818182
"122",1,335513,-118225,2921,391.5773536523,276.828876816,18.9552024957,0,14.43429972204,1587,-8.90708141799999,-405.23874161
"123",1,48432,22805,917,61.630760711428,18.284857562528,0,0,0,228,79.3433476395,4394.68240343
"124",1,132080,56564,1778,380.51996347121,13.512815107951,24.59040598549,0.24143311316,14.76322022229,798,269.116707617,12690.0851761333
"125",0,-97181,25933,434,35.5452029068,7.3811467766,4.00820740243,0.239018782029,9.2555174068,-127,-29.7937819758,-6989.54073201
"126",1,-8962276,730,-10526,-4039.380080985,-532.73937231,7.65602971445,2.96879909151,5.14843799233,-11051,70.7986364177,134.37043436
"127",1,43186,861,2566,108.6177258763,5.5401755089,-23.7382369119,3.232988445655,-18.769144593,404,117.3770824966,1347.5418203
"128",0,-35096,241,-2328,-93.694530963165,-40.219599784365,-3.661603195635,-0.243871831475,-2.901765775657,-386,-80.4358974359,-2084.61794872
"129",1,468,58,22,3.859746862425,0.178588163953,1.703239258125,0.259030242571,1.454415840645,17,95.6470588235,2144.05882353
"130",0,346019,1135,2792,24.189488598161,4.100663477943,1.776943800803,0.505263357628,1.259576351083,90,207.755319149,4680.5
"131",1,1813719,-795,29967,1639.9831187472,367.1092252908,27.98388433697,6.707579363203,16.29378773665,6104,-32.3526018822,734.39163358
"132",0,-219614,564,-1056,-448.60343237152,-139.388944391652,-8.66909239604,-2.17355713745,-10.69474478663,-1788,196.9630821918,12651.69232877
"133",0,-1094439,888,-10571,-68.92862562262,-19.577309731279,0.485599093603,0,0.485599093603,-270,71.2345468335,1894.274554419
"134",0,-5292,-5454,-393,-6.58298026831,-2.281343967101,-1.671785424565,-0.24143311316,-0.724689583681,-26,-85.8214285714,-1695.92857143
"135",0,-276186,-1732,-1247,-30.32689172884,-10.87598146655,-6.932943533083,-0.737438226327,-4.424223377193,-136,-233.655514706,-29169.4055147
"136",1,105662,-3175,15,-3.362019119244,-2.265039341935,3.511436290155,3.270003176995,9.49143356017,-14,2.33333333333,490.388888886
"137",1,7160338,-20842,28718,29145.4738684745,18082.026779502,-0.983150853415,-0.983150853415,1.96965203162,88147,-224.51036277681,-9291.557800411
"138",1,126717,586,4115,171.719051817465,37.193781907265,4.310819305415,1.429719133935,3.851042441019,690,126.044159544,3627.96866097
"139",1,-37284,-20894,137,-30.7229071731,-9.11116176875,12.608136607765,0.990922022345,16.893715326565,-103,242.4991720455,2091.30972255
"140",0,-553227,5538,-5551,-517.5729026466,-272.1503230735,9.79136483238,0.44807019556,0.355720078499999,-2158,24.0780072747,-204.81116646
"141",0,-266295,-1349,-6729,-659.4520895259,-296.989829320465,-28.157496604265,-0.739178984848,-20.119488061892,-2371,30.2040100251,-1291.90818713
"142",1,93835,-1631,343,77.32468250342,43.000408282979,6.004142657622,2.238629879265,11.252205374726,278,-75.73569023565,-544.81481482
"143",1,-356041,-1855,-2787,-24.469531452821,-4.367622675645,-2.043902998505,-0.505263357628,-1.526535548785,-91,-257.255319149,-7985
"144",0,-206798,-15189,-2511,-7.51928426461,-4.037353346691,1.231004621175,0,2.730123442775,-63,-319.188405797,-17357.9492753333
"145",0,-512998,1417,-10397,-2417.61842497923,-981.163890250428,-13.825081462665,0,-32.872520557665,-8547,-56.45356013273,-4643.077566917
"146",0,110509,55392,1552,297.7542813536,-12.0081710037,20.21258531693,-0.769222350485,12.41722699913,435,252.6737367947,11455.88579505
"147",0,-481406,-38120,-6554,-42.59659531582,-4.429009432625,-1.437535771203,-0.470938467213,-0.93968686121,-159,-383.1600212653,-13704.993620418
"148",1,2745179,6901,22723,349.267944657183,106.770773722343,-0.230889712292,-0.239018782029,1.559610667202,1357,54.218228032,3583.91648511
"149",1,47072,-154,2516,96.02526634856,26.917399558966,0.695759055551,0.231919685184,-0.258435882181,421,222.18045977,6710.60114943
"150",1,625,444,37,3.756458566899,0.609189702967,1.217069237979,0.734203011657,1.480824832909,14,99.8,1912.46666667
"151",0,570,-671,-105,109.78643579533,2.96691134659,3.679626221879,0.012695059263,-1.27228672968,220,-25.41649159664,190.410189076
"152",1,-573868,-668,-4559,-516.0145040307,-301.5324946183,-3.256016542234,-1.008142729171,-11.972612391981,-2106,205.841800378,6258.73217047
"153",1,120752,13276,10777,262.6918703652,92.98017214702,10.885783082765,1.259701290825,11.067901194165,1041,226.764159703,6450.839917279
"154",1,54199,7154,2596,111.86970872842,22.475577514151,16.057233666412,1.750562032615,9.47017164846,429,251.301454139,7995.233221473
"155",0,-192503,-245,-4439,-704.05173430828,-308.79404366187,-5.25149006488,-3.75972124205,-13.25467267525,-2660,39.6499993691,806.83481585
"156",0,-52884,-1272,-488,-191.132796240065,-62.418871463965,0,0,1.521477528695,-598,33.8234323432,1881.53630363
"157",0,-4047035,666,-85941,10980.68654443,3837.504222825,0.192712589897,0,1.196539721057,20938,-27.33583750949,-651.09334913
"158",0,-766,5614,176,11.16999463902,3.303490757863,3.963208648287,0,3.189747836015,42,46.7672955973,2736.48008386
"159",0,-175451,-665,-3719,-143.51191996632,-73.288401291855,-22.687059315533,0,-14.59565385216,-556,-263.2237884063,-7517.884383908
"160",0,52668,737,434,190.481180075623,62.624441564365,-0.946514376835,-0.236628594209,-0.236628594209,595,-139.5734323432,1382.46369637
"161",1,126010,47698,8737,112.0274365462,63.1338170216,-0.03961193833,-0.500210724052,2.66990404835,443,-30.7763099272,25.122885
"162",1,101075,13422,10821,255.3480365256,87.24380128823,8.85051912968,0.760822407939,6.50203977759,1013,112.666120487,652.548473430001
"163",1,-839310,2482,-12777,-68.571463106,-34.5356164611,19.62773736827,-0.537790638484,24.89028725677,-291,49.139343414,2057.73161765
"164",1,5160242,31999,15884,173490.394040307,52275.671249768,-12.1403499233,1.552396844495,-2.4679767868,213151,-271.14831303591,-6807.5534213
"165",1,-3895,356,90,-1.3652395924,-5.689610012,-1.03997028315,-0.00123204792000009,-2.58864674118,-10,-81.6456582636,-3317.35854342
"166",1,853430,-3345,8223,9655.66653377,4937.3504463199,-10.8224786078,-1.220177675685,177.7943524545,27881,-224.8231205772,-10941.08792228
"167",1,22928,2615,-468,-29.37978664323,-1.353979170148,-5.211891159095,0,-4.718639589715,-108,-221.55855855833,-7309.072072077
"168",0,-1345077,4,-15230,-19121.0619962117,-14546.8577605501,-1.697955476703,-0.480451895189,-15.914039943263,-52540,76.03255230322,1243.736363636
"169",1,54957,320,1049,166.1163921563,95.15812516535,3.007987118265,1.514213466555,4.301415342465,637,-19.5221313194,692.91755821
"170",1,-218929,35461,11826,-2241.836143314,-939.1296673492,-7.07635759251,1.244570039565,-28.61315846792,-7854,175.2178413826,2307.05358839
"171",0,-90151,2488,-8164,-3840.3683562498,-1557.8479666731,2.208525474806,0,-9.7006421214,-10205,59.6109244949,8983.38011383
"172",1,80871,-6495,2196,38.7601701703,20.533412554,-6.739612417696,-2.707385784535,-4.706672312366,198,25.304995618,2730.71530821
"173",0,-590,-921,-6,-3.843344980945,-0.518086649813,-4.669426306425,-0.769632768375,-2.606398678127,-8,-210.625,-14027.5
"174",0,3281253,-466,19066,5648.15604031,3199.656063477,-0.70544775907,-0.520834738446,1.18781334924,20343,-71.7335948818,-3119.94620512
"175",0,-2794267,-550190,-3668,2682.674643404,672.208461415,-33.48851365877,1.671612178741,-19.1923806214,8762,-21.5329644008,-1141.16274763
"176",0,-121257,5935,-964,-267.104088211281,-128.607379405465,-32.281047794465,-3.394839309455,-23.26547129166,-851,102.5214368482,-1471.21668598
"177",1,289,-256,34,2.5255539022,0.458113799978,0.07790558617,0.276277189106,1.0962055479,9,159.1,2430.1
"178",1,-126030,-1320,-2184,158.202409921,158.008129707,15.1550287125,-4.706676453735,12.80113331977,592,71.8221872256,2208.89684802
"179",0,-628852,2558,-7475,-610.84374734004,-326.75897815513,-3.951775597785,-1.240062414355,-11.19596745707,-2519,-30.838659392,-1699.624534516
"180",0,-754494,275526,-10258,-1401.1104589814,-566.30067975235,-2.706938423165,-0.759853520475,-8.928214965725,-4910,-38.2304238827,-379.8834898
"181",1,638239,71,1491,20677.3065740175,5606.86394758146,1.225583640305,0,33.582398692865,56194,-32.55242459356,-148.457986587
"182",0,-5076,78,-320,-6.21335563505,-1.092567853525,-0.502698958227,0,-0.502698958227,-27,-87.2333333337,-1248.16666666
"183",1,931,731,26,-1.344670177565,0,1.033766165755,0,1.034172417912,-5,-96.6,-1414.2
"184",0,1094,277,103,0.266959197702,0.266959197702,0,0,-0.243871831475,1,9,1096
"185",1,-42770,-21230,-654,-22.3352330606,-14.71244801148,1.415449712645,0,1.181187404385,-113,-16.3518222158,-1927.73325089
"186",0,-125311,-947,-4072,-55.036762599365,-23.345636278065,-2.150894938435,0,-6.86353326459,-239,-217.241666667,-6466.73333333
"187",1,603028,-140,1009,1035.046108795,171.924333685,-1.44891907057,-0.45566387489,0.17896983041,2908,-46.9981007734,-676.95099495
"188",0,376392,2425,-12731,-318.5748593849,-70.5585560056,-1.01543466217,-1.252630922389,0.1973527092,-1362,1.99452975040001,58615.05358289
"189",1,-1668002,-538177,18419,11789.073592024,4729.233642792,-19.5573300342,6.666224302221,-26.1222867107,20248,-44.6720480797,-1157.00781381
"190",1,-218866,-6560,12974,88.023574281,-38.6744097505,-0.65836574183,0.741953145361,-3.42444693137,350,227.1167719804,6264.32227218
"191",0,-1349870,7125,-17460,-852.397284484,-556.678244529,12.39391992567,1.286818272174,4.50503245267,-3586,200.4076152193,5367.85618185
"192",0,223352,-620,6158,55.38836601426,11.491906970597,-0.958709200105,-0.236628594209,4.960394789865,207,54.9252336449,7143.1635514
"193",0,85465,-30382,10438,-20.927864465,16.5452663044,6.4482886117,0.234262308266,5.20096583147,170,52.791170296,989.161140929999
"194",0,-9700,269,-270,-25.8623249873,-20.67196729678,-1.63383873729,-0.24143311316,-1.6848345297,-91,71.730127186,4240.78775835
"195",1,124828,-835,3956,161.87216343165,36.23079061587,-5.98919964185,-2.56959827106,-4.53503314651,662,-698.231702525,-2859.96237351
"196",1,1423144,454,40612,1586.80789866,638.280028137,-22.57284069739,-2.01001119048,-70.8683802087,8136,45.647058903,716.26763022
