data.Choice,X.data.A_follower_count...mean.data.A_follower_count...sd.data.A_follower_count....,X.data.A_following_count...mean.data.A_following_count...sd.data.A_following_count....,X.data.A_listed_count...mean.data.A_listed_count...sd.data.A_listed_count....,X.data.A_mentions_received...mean.data.A_mentions_received...sd.data.A_mentions_received....,X.data.A_retweets_received...mean.data.A_retweets_received...sd.data.A_retweets_received....,X.data.A_mentions_sent...mean.data.A_mentions_sent...sd.data.A_mentions_sent....,X.data.A_retweets_sent...mean.data.A_retweets_sent...sd.data.A_retweets_sent....,X.data.A_posts...mean.data.A_posts...sd.data.A_posts.....data.B_posts...,X.data.A_network_feature_1...mean.data.A_network_feature_1...sd.data.A_network_feature_1....,X.data.A_network_feature_2...mean.data.A_network_feature_2...sd.data.A_network_feature_2....,X.data.A_network_feature_3...mean.data.A_network_feature_3...sd.data.A_network_feature_3....
0,-0.030810297,-2.560874456,-0.305238271,-0.018755228,-0.016573918,0.077844222,1.20264932,-1.415712676,-0.065513907,-0.211591298,-0.272272415
0,-1.031172787,0.768082086,-0.630662682,-0.259909393,-0.302666281,-1.325619061,-1.397380986,-3.40995937,-0.795197723,0.330948841,0.112936721
0,-0.585865332,-0.007382474,-0.355118443,-0.025802134,-0.010112299,-1.203491397,-3.858202127,-0.64657888,-0.111442811,-0.11211521,-0.212628782
0,-0.680372024,-0.018613821,-2.361503843,-0.118376541,-0.13503053,-0.769614639,-3.217541646,-1.144334375,-0.426587565,1.761052713,1.076174855
1,2.912866277,-0.008681066,0.449991599,2.264988078,2.938411354,0.076172752,-0.010021912,0.066733948,6.497258789,-0.084531824,0.141914356
1,-0.147401685,0.186699191,0.145535514,0.06848342,0.072012403,-0.212210605,-0.66914936,0.597274749,0.238374647,0.018900591,-0.142439632
1,3.279203542,-0.004119749,0.908293144,0.091633527,0.061091033,0.2321174,0.242773883,0.079227312,0.292415276,0.003621223,0.244670205
1,-0.00045491,0.031079693,0.024731926,0.009548749,0.009459895,-4.599487453,0.523573856,-1.952538494,0.011700551,0.35410402,0.104750445
1,0.280337375,0.021035008,0.426945513,0.019016411,0.024485607,1.418731613,2.454072597,0.378130613,0.051411697,0.219994034,0.190284495
0,-2.825755103,2.431082528,-2.335683414,-0.646372713,-1.03673255,0.528624581,-2.195535116,-0.257023862,-2.287992339,1.498962204,0.896017339
0,-0.024974282,-0.013302122,-0.055671793,0.000998051,0.005135359,0.022747081,-0.142208091,-0.919668915,-0.02176826,0.08986368,0.034599702
1,-0.002632834,-0.023317526,0.021642057,0.01063748,0.012619779,0.45605519,0.635205416,0.193813596,0.015255379,0.743140044,0.522274285
1,2.107034055,0.006179247,1.36214239,0.162442979,0.212653801,2.817798482,6.548668204,1.282749479,0.581429558,-0.314169162,-0.895792522
1,-0.003387018,0.001095955,0.019291065,0.009972381,0.012240619,-0.107972981,-0.142213292,-0.109414472,0.012604857,2.393482683,0.380955771
1,-8.201669449,-0.932520098,-5.167606812,-0.619715604,-0.587461484,0.486556132,1.148756322,0.254446747,-2.184626286,0.465210137,0.12802054
0,-0.011890452,-0.025812238,0.014122083,0.010012691,0.01216531,-0.054798865,-0.010021912,-0.262847574,0.012567514,-0.280611714,-0.074380559
1,-0.015402856,-0.043915885,-0.901310268,0.005768616,0.015065212,2.696668825,1.129414847,1.056091867,-0.005717847,-2.267109387,-0.904041175
0,-0.110307189,0.080581619,-0.100998728,0.009131838,0.009559331,0.748691979,0.252383455,0.404682486,0.008155098,1.29506892,0.151276343
1,0.027775261,0.500964388,0.106699556,0.011797043,0.013498879,1.099648996,-0.134477472,0.441937258,0.019771708,0.649855007,0.481653787
0,-0.030859226,-0.046195397,-0.210607734,-0.013116046,-0.013609137,-0.779365311,-2.58342045,0.177608254,-0.070063127,-0.100498407,-0.056413104
0,-0.058628482,0.01952224,-0.381661363,-0.01417475,-0.005172701,1.565784559,0.787599006,0.29935542,-0.068520327,0.455814641,0.125174421
1,0.02595143,0.011783056,0.181385777,0.013548237,0.013977393,0.491933363,0.639893588,0.175369635,0.027124762,1.786478014,0.887748004
0,0.243732127,0.044778252,0.404589595,0.020943638,0.019087487,0.130564436,0.130411276,0.104727074,0.051937807,0.646945137,0.768273963
0,-0.325563677,0.415518478,-0.399774713,-0.057114681,-0.021416554,-0.258820233,-0.40139403,-0.202581789,-0.180061378,2.05086858,1.512288984
1,0.390674218,-0.0081231,0.875179939,0.244780411,0.469746373,2.222331239,1.186266234,0.93292744,0.837578659,-0.412818106,-0.180365309
0,-0.154784341,-0.087254602,-0.444680472,-0.207874045,-0.543041315,-1.002669916,0.357198973,-0.504634741,-0.077493037,-0.16902589,-0.296468567
1,0.900326659,0.003349589,1.78225723,0.067795588,0.047946333,3.066220478,3.763484967,0.926654956,0.230472362,-7.342331597,-1.58409116
0,0.074393346,0.05990802,-0.109036088,0.009063135,0.010610333,1.319034303,0.371942475,0.376085715,0.008423707,1.48456952,0.868964558
1,-0.110254117,-0.040092191,-0.173178044,0.003296526,0.004253359,-0.73387652,-1.010070105,-0.344470277,-0.01132362,0.095671111,-0.822340281
0,-0.003155755,-0.00474986,0.018515597,0.010382783,0.012493677,-0.078639634,-0.010021912,-0.093867728,0.014303055,-0.197915728,-0.654960271
1,0.233962043,5.309082465,0.362091035,0.01285815,0.016870882,-0.824236995,-1.067552953,-0.028168858,0.024534627,-0.78578319,-0.011854961
0,-0.021112634,-0.009858016,-0.079829876,0.008916196,0.011568357,-0.251194868,-0.122727044,0.007527046,0.008581194,-1.190594849,-0.403730277
0,-0.484142503,0.299522425,-0.210993658,-0.025284069,-0.009727619,-1.229628867,-3.858202127,-0.660167575,-0.109059126,2.974062525,2.818999781
1,0.018638755,-0.080461608,0.010196444,0.014004774,0.014506494,-0.004364683,-0.010021912,-0.172451124,0.026507185,-0.559842127,-0.184894699
1,9.54E-05,0.013627523,0.009340488,0.010141138,0.012063218,0.023677846,-0.010021912,-0.094724075,0.013389059,0.350706181,0.555220239
1,-0.089120159,-0.054681883,-0.406645891,0.014896311,0.016097031,-0.033391446,-0.104407956,-0.08659597,0.03627236,0.25714058,0.417513456
1,0.224387939,6.753497208,0.068199002,0.017261056,0.02492708,-0.053005868,-0.010021912,-0.030899575,0.039328459,0.125038558,0.360338293
0,-0.067766855,-2.50878163,-0.51476422,-0.024291559,-0.024476466,-0.456386004,-0.010021912,-1.747222472,-0.088487103,-0.960938424,-0.836043585
1,4.591354808,0.021263193,0.879640942,0.156016461,0.07096354,-0.518702036,-0.363244673,-0.486075689,0.426048808,-1.352678708,-0.309163813
1,0.20753796,0.769948065,0.239401035,0.002913897,0.005247229,-0.15170359,-0.767346956,-0.039357612,-0.012996804,3.147240945,2.178524568
1,0.082079505,0.039636858,0.956468431,0.022270826,0.020270017,0.542226548,0.637802475,0.295728073,0.059883424,2.553772744,1.58685872
1,0.035193213,0.008563783,0.230149668,0.016085612,0.020626886,0.529865543,1.20264932,0.354304379,0.037814022,0.779461208,0.683976319
1,0.059300483,0.008726287,0.255666904,0.016289134,0.015867335,0.448462111,0.738481433,0.217260036,0.038053048,0.47146027,0.105804865
0,-2.106117585,0.002604741,-2.146148539,0.009925804,0.020911753,0.020243226,0.112621842,0.006015199,0.010006996,0.207330167,0.754372139
0,1.029644829,0.404704065,0.486947405,0.117307369,-0.020917577,-0.287517651,-0.790970788,-0.281822808,0.460493519,-0.099445625,-0.135302896
0,0.201604919,0.775482031,0.177554709,0.005352007,0.003427732,-0.296068055,-0.957506975,-0.251234693,-0.005341501,3.01340604,1.814024116
0,-1.053421051,-0.051466831,-0.703272968,-0.259695269,-0.302561293,-0.865199187,-0.752153658,-3.209367486,-0.794264977,0.678847196,0.320548767
0,-0.345357844,-0.217896093,-0.059463538,0.006608912,0.002166982,-0.02273035,-0.501721319,-0.031030413,-0.001671335,-0.103611496,-0.130571578
0,-4.417540066,-0.043474275,-1.069552903,-0.162177459,-0.058664265,-0.752239692,-0.905874589,-0.053136357,-0.442408564,-0.051975741,-0.521478882
0,-0.166345739,-1.701285273,-0.308055555,0.005182073,0.010014968,-0.752714177,-0.010021912,-0.382893247,-0.00688816,-1.775444398,-1.422738147
1,-0.015789168,-0.062168342,-0.001064167,0.00943394,0.012097973,-0.084467837,-0.416010491,-0.046388864,0.010369874,-0.95888934,-5.073210712
0,-2.080618131,-0.011631626,-1.80729853,-0.168912791,-0.223669008,-2.740828284,-6.344043055,-1.471076014,-0.607184387,0.351138897,-0.027588909
1,0.070124625,-0.476510021,-0.054682141,0.007293994,0.018191893,0.066667249,1.005633707,0.107317082,0.016831855,-0.538223385,0.745675364
1,0.045583024,0.041822414,0.342256147,0.023625454,0.028207044,0.837008066,2.471098712,0.563105561,0.06016259,0.574343824,0.389146913
1,0.000412693,0.00882825,0.025170085,0.010477617,0.012554866,0.049283022,-0.142213292,0.04867165,0.014596205,0.109603585,0.118162083
1,0.165888768,-2.365106482,0.179013019,0.023483572,0.037502046,2.011981297,-0.010021912,0.801944611,0.068502159,-0.063950558,-0.088916958
1,0.020814646,0.46153039,0.071725666,0.012523359,0.014164858,-0.004364683,-0.010021912,-0.006778288,0.022127268,0.744686768,0.790850968
1,0.062037396,1.150353664,0.121429977,0.023415955,0.013729516,2.581503942,0.116375986,0.808015533,0.041804595,2.568382721,2.231245515
0,-0.047032039,0.526785775,0.04227141,0.011113186,0.012913516,0.422217305,0.115112007,0.507875113,0.00887332,-0.280038204,-1.265040867
1,-4.133633045,0.011964898,-0.654076732,-0.152246505,-0.046666593,0.816335961,1.558219919,0.283820986,-0.40178228,0.666208881,0.025478978
1,0.018292741,0.013756226,0.166607465,0.013911874,0.012510317,-2.381256314,1.682550151,-0.898637997,0.027799062,1.112265488,0.250689379
0,-0.019293556,0.001848511,-0.123955515,0.00667562,0.008190332,-0.380702799,-0.135734599,-0.153737615,-0.000163633,-0.770441293,-0.351706518
1,-0.002833979,-0.002539526,0.020159901,0.010543633,0.012515115,0.174550812,0.125588642,0.072649982,0.014840825,0.901107336,0.400215435
0,0.167810029,0.019745275,0.179873557,0.011237707,0.012868927,0.182897621,0.254499492,0.06284527,0.017357101,1.990211826,0.814808288
1,0.891535633,-0.019365642,1.744769031,0.066451216,0.045675226,2.938006615,3.505632988,0.887016734,0.224684206,-0.308629109,0.140864908
0,-0.104691578,0.00784785,-0.045918707,-0.007490797,-0.002430016,-0.884795917,-1.124270001,-0.548421722,-0.052538019,1.877833615,2.214953301
0,-0.509526174,0.014660584,-0.629767677,0.007640852,0.010399716,0.046644711,-0.010021912,0.020528065,0.004120603,0.669767046,0.351094732
0,-0.005509152,-0.11258015,-0.005243704,0.010146047,0.012250609,-0.176190122,-0.134477472,-0.044085959,0.01327703,-0.822215792,-0.279579212
0,-0.130709762,-0.038251929,-0.059151111,0.009155789,0.011284422,-0.715830475,-0.390161514,-0.233021379,0.009085403,-2.173663904,-5.279478479
1,0.049108632,-0.067219054,0.019586795,0.010273597,0.012253116,0.364491519,1.701928538,0.514723726,0.013722349,0.005669179,0.108986751
1,3.527064787,-0.420185696,1.673449879,1.009719256,1.663069108,-0.105412536,-0.516823107,0.108403073,3.059374323,-2.121308652,-1.660812445
1,0.059393975,0.008226831,0.256219104,0.016299052,0.01589397,0.448462111,0.738481433,0.204320992,0.038090391,1.193181563,0.657957704
1,-0.019978701,-0.420405567,0.023363887,0.009013445,0.011375892,1.320047609,0.508757218,0.915817957,0.010054822,2.331083961,0.357724322
0,-0.256749436,0.109475252,-0.328947711,-0.010760475,-0.017532673,1.033111317,0.234533399,0.050859446,-0.067389719,0.22187164,-0.024545719
0,-0.126312545,-0.030659533,-0.393984676,-0.015880995,-0.019291982,-2.898380954,-0.391058852,-1.040973787,-0.074300565,0.28793392,-0.216933878
1,0.043266711,-0.036359899,0.038602961,0.013039491,0.01642054,0.62743571,1.161971882,0.610032205,0.023807031,-0.725630194,-0.086800079
1,-0.167833032,-0.040780448,-0.152165554,0.009434559,0.012031288,-0.214436218,-0.270478456,-0.08536571,0.010852536,-2.428948493,-1.420279533
0,-0.098778211,-0.30725865,-0.135176204,0.010069297,0.012063855,0.124945278,-0.010021912,0.142318674,0.011884154,-3.009211933,-3.118380214
0,-0.239637402,0.026013097,-0.619051316,-0.085955068,-0.092531368,-1.425301042,-0.010021912,-1.69908518,-0.304924999,-0.546440145,-0.815212174
0,0.052053653,1.126939195,0.107563638,0.020117036,0.010997663,2.131553279,-0.40460347,0.687241694,0.028249106,2.414262693,2.007593827
0,-0.225661179,-0.765067881,-0.383641494,0.008701017,0.01201504,-0.150389217,-0.252784431,-0.051218398,0.008285248,-3.606162077,-2.459609825
1,1.35005798,0.137394523,1.329375882,0.022384187,0.022241855,-0.026954985,-0.133232917,0.080686957,0.061127086,0.503386819,0.649388706
1,0.020467254,-0.006886608,0.162353926,0.013687968,0.014943624,0.068720807,0.111395404,-0.019356681,0.028772303,2.121513398,1.179999764
1,-0.002755059,0.005332795,0.021002901,0.010538691,0.012554422,0.124050636,0.374356668,0.074879136,0.01473439,0.94784428,0.35646271
0,-0.002710022,-0.01695869,0.012338295,0.014153436,0.012747726,0.383274632,-0.001393871,-0.061484262,0.021808947,-0.254857051,0.056150783
1,-0.266923494,-0.017155411,-0.271736112,-0.010707042,-0.020214763,-0.337441113,-0.527840285,-0.622413012,-0.065593319,1.968371082,1.098115701
1,0.056596314,0.267259534,0.640082999,0.019390889,0.020965709,1.139124269,0.649471696,0.597659746,0.050154564,2.161668747,1.1461783
1,0.023656479,0.142389324,0.16861016,0.014228306,0.014547663,1.683963293,0.908395211,0.51408731,0.029040282,2.398321881,1.412197466
0,-0.092036655,-0.00781443,-0.254150836,-0.017687933,-0.02057643,-0.534184533,-1.938193122,-0.677640779,-0.085159799,0.372373096,0.152609447
0,-0.027518648,-0.029020595,-0.011076158,0.002791874,0.005814047,-0.004364683,-0.010021912,0.076312342,-0.008080337,0.31064339,0.331397873
0,-1.68442723,0.009839584,-5.302017607,0.37636233,0.352113174,0.017559025,-0.010021912,0.060890015,0.715265492,-0.271838899,-0.105126262
0,-0.00319135,0.110931777,0.027933108,0.010781389,0.012789373,0.412998044,-0.010021912,0.16893262,0.015679308,0.451624764,0.487918851
0,-0.08405549,-0.016783823,-0.209698701,0.00467868,0.004644097,-2.334406772,-0.010021912,-0.754239848,-0.006539901,-2.48199931,-1.33843164
0,0.022924577,0.011657943,0.043696537,0.016937577,0.018215355,-0.101647053,-0.132000806,-0.018960141,0.034797319,-1.322575473,0.25511029
1,0.059654991,0.970112402,0.520371596,0.014061948,0.017927467,-0.005700618,-0.26787389,0.142991888,0.029118394,-0.293483116,0.017671078
1,0.047489174,0.270176353,0.64278264,0.019098174,0.020351668,0.929940652,0.392306263,0.362605098,0.049108961,1.092227391,0.095458549
1,-0.390552813,0.04689127,-0.768951353,0.00731855,0.008464862,2.063127885,-0.283361162,1.36042145,0.002628815,0.486078,0.346207871
1,2.545935649,0.649710534,0.92086479,5.958093016,4.783209426,-1.226535563,0.802707108,-0.091925544,7.376216301,-2.558143066,-1.215053312
1,-0.004251091,0.003570449,0.023893856,0.010296204,0.011868436,-0.10899842,-0.006653431,-0.133853679,0.01376824,-0.774840892,-0.59407987
1,0.436478631,-0.007745735,0.468025075,0.340104474,0.462018717,-1.093282845,-0.639007283,9.750411264,0.975524822,-2.122613646,-1.962636003
1,0.008406168,0.049946999,-0.009852731,0.009236631,0.012350798,-0.540040778,-0.010021912,-0.249698094,0.010212112,-2.093969924,-1.298322261
0,-0.625391812,-0.003589785,-0.917084822,-0.751774661,-1.54473705,-0.1782753,-0.257688477,-0.825211539,-1.947856647,0.713367607,0.239343176
1,0.029369412,0.002716936,0.054094968,0.016056544,0.02110282,0.311607077,0.782716897,0.228129757,0.036141979,-0.189813181,0.13552081
1,-0.094689245,0.720665738,0.662615392,-0.079927992,-0.088694361,-0.716386384,0.641550005,-1.466473739,-0.28098451,1.679602602,0.391965331
0,-0.040855759,0.047340273,-0.483664823,-0.143177024,-0.15451757,0.22816952,-0.010021912,-0.496983148,-0.367824069,0.564972385,1.576877648
1,0.037346616,-0.133541613,0.139085545,0.011556211,0.014200803,-0.696518065,-1.405643293,-0.248333663,0.020741285,0.253171418,0.486581579
0,-0.00333806,-0.022212457,0.018526645,0.010258103,0.012443356,-0.484286457,-0.406757373,-0.140186782,0.013954797,-1.992117952,-2.514139742
0,1.645564061,-0.013011948,1.068129701,0.19615732,0.29553422,-0.072337643,-0.276582382,0.086043724,0.703126052,-0.687625032,-0.548120987
0,-1.281057877,-10.99539066,-0.266321803,0.097174811,0.07061328,-3.428799141,0.869106101,-0.921177853,0.306624061,-0.208537973,-0.196391086
0,-0.058677134,0.117621052,-0.041912715,-0.000236378,-0.001267755,-3.322197901,-1.760016446,-1.194353711,-0.017528102,0.973635059,-0.260405341
1,-0.002915502,-0.008723581,0.020837247,0.010489718,0.012536749,0.007156711,0.13652165,0.056067482,0.014547675,1.51751771,0.445728116
1,-0.047727988,-0.02955321,-0.134206719,0.014181589,0.024783072,1.621400951,-2.436251055,0.717867737,0.031345929,0.692725185,0.384795673
0,-0.294025397,0.048669681,-0.439910531,-0.013958467,-0.02251751,-0.410526603,-0.649257602,-0.579999033,-0.079860883,-0.305801809,-0.284181837
