Id,PC1,PC2,PC3,PC4,PC5,PC6,Choice
34,2.12130897,-0.997008912,0.571184982,0.778897292,-0.325300655,-0.018947019,1
35,-0.429079411,-1.199802024,-0.918694477,-0.138193755,-0.670928127,-0.187230444,0
36,-2.066508209,0.417143941,-1.428377974,-0.586792365,-0.410689675,-0.670484384,0
37,2.53280685,1.193607605,-0.6258184,-0.644913779,0.289483623,-0.049690189,0
38,3.251553687,-0.967179318,0.02653167,-0.315151244,-1.449660067,0.088265646,1
39,-3.707866126,0.521571464,-0.946969255,-0.585041659,-0.496230084,-0.03725664,0
40,2.464592504,-0.922493819,0.556258732,-0.607629613,1.376726079,-0.0255226,1
41,2.071038359,0.833101337,-0.954396304,3.329118324,-0.280289334,0.012375268,0
42,1.654358844,-0.761023235,1.324028005,1.37601308,-0.398278121,-0.738967129,1
43,1.58727073,-1.039156028,0.157559721,-0.495352333,1.205003434,-0.419688191,1
44,-1.837584674,-3.66627553,-0.276031616,0.673119188,-0.060437729,0.335600881,0
45,-0.014089806,0.486829803,0.278516682,-0.488885897,0.026549811,0.303096924,0
46,4.091542434,-1.755649553,1.99291484,1.731438548,-2.035666408,-0.031372574,1
47,-0.715102745,1.028343641,0.029139221,-0.66491452,-0.238242273,0.453399429,0
48,2.157125896,1.444864125,0.191218226,-0.151746086,-0.320683574,-0.030615436,0
49,-1.727037954,-0.843984366,2.041674867,-1.898080681,0.022339615,0.410862668,0
50,-0.759247159,0.155592949,0.257399722,-0.150910229,0.041232802,0.005716004,0
51,-4.322371636,-0.249995554,1.055880846,0.601989701,0.944446272,-0.620520017,0
52,-1.559576184,1.136572656,2.21487884,-0.554626941,0.236618056,0.636547324,1
53,1.324151602,-1.189105404,-0.573021031,-1.505091101,0.569157433,0.00701402,1
54,2.811970166,-1.685635255,-0.670496641,-0.17820431,0.392360394,0.374597209,1
55,-2.293447532,1.844296516,0.620837924,0.050574138,0.458406657,0.536820585,0
56,-1.324736127,-0.052664644,-0.595363877,-1.012881696,0.02366128,-0.517190886,0
57,-2.946119865,-0.903934658,0.228339816,1.008162964,-0.277146628,-0.554728971,0
58,-0.444303179,1.061244452,-2.596072817,0.617193075,-0.78362574,0.185950117,0
59,1.63128301,-0.810529414,-1.142532944,0.161339696,-0.65374432,0.53278613,1
60,2.875064272,-1.253283605,0.711329427,-0.153857091,0.185230477,0.004521979,0
61,-2.999261968,-1.511415012,1.652929816,0.156709241,-0.252620068,-0.44978292,0
62,-0.014413718,0.81121782,0.004148104,0.038496197,0.361465301,0.304652182,0
63,-0.107084807,1.41107261,0.692292011,-0.349829328,0.013969583,0.29951592,0
64,0.883957156,1.34328087,0.685853353,0.396567232,0.427228971,0.350478743,1
65,2.098009983,-2.460393148,1.450548212,-0.046158002,-0.085900305,-0.749582779,1
66,5.989375286,-1.771328717,-0.846665385,0.728033675,1.488458397,0.312169208,1
67,-0.759076517,-0.607804292,-0.991071637,-1.499526583,1.488554476,0.176388666,0
68,-4.473166056,2.453998962,1.328071594,0.286586479,0.84784316,0.705904524,0
69,-5.502963141,-0.889124279,0.949883942,0.767234977,-1.036490104,0.545551549,0
70,-3.005474474,1.116544634,1.194262652,-1.888444541,-0.666402476,0.368792697,0
71,4.079746497,-1.511628708,1.802690997,-0.693975758,-0.408470757,-0.983015618,1
72,0.928287031,-0.282771932,0.565801481,0.326277575,-0.953171848,-0.671782316,1
73,1.219311266,-0.093727091,-0.360918757,-0.137323642,0.014714414,-0.007731771,1
74,-0.322357827,1.47717139,1.123148141,1.45863726,1.858359441,-0.62060365,1
75,2.668974163,-0.500985085,-1.16026109,0.235592302,1.09759727,0.258143339,1
76,-2.326665763,2.934535998,-0.058052762,1.563709687,-1.194788275,0.71121496,0
77,-1.906529583,0.509314251,-0.51761013,-0.222044416,0.260825608,-0.207991363,0
78,2.331781855,2.443735713,-1.431468318,-1.256794939,-0.222715488,-0.717489034,1
79,3.357850931,-1.513541177,-2.13361936,0.724405566,1.458219521,-0.356472532,1
80,-0.833995112,1.105235039,0.299470236,-0.144486881,0.315960236,0.185192039,1
81,-0.94711996,0.341934516,-2.867938879,-1.093063353,0.292662143,0.391354627,1
82,-1.093733526,0.150900746,0.319182456,-0.007442895,0.741813822,0.265364876,0
83,0.154946436,-1.158661799,-1.419915522,0.233224697,-0.077067511,-0.137816391,1
84,0.261737521,0.768674151,-1.27692319,0.846805211,-0.258607112,0.044660935,0
85,1.619102405,0.241863685,-0.273594148,0.502117615,-0.847543361,0.386147349,1
86,-1.525450783,0.062333859,1.03181397,-0.698652194,-1.589355325,0.36734754,0
87,-0.686625055,0.68078502,-1.77283115,0.700580485,0.403186479,0.083698768,0
88,1.315407084,0.136141773,-0.424307902,0.109818576,0.215411069,0.16583375,1
89,3.638222908,1.119044733,1.098636973,-0.631986064,0.143082355,0.33906434,0
90,-2.284763324,2.636870503,-0.432390175,0.932400919,0.22650884,0.153192791,0
91,3.617985651,-1.606991022,-0.632048038,0.174556129,0.096361257,0.022097264,1
92,-1.240126873,0.059076425,-0.079105363,-0.197270595,0.994454446,0.199814822,0
93,4.757672301,-2.445040163,-1.049937512,0.734952615,0.960320592,0.423909018,1
94,0.841915366,0.599938465,-1.32120786,0.601488964,-0.139648676,0.28454531,0
95,-1.747999337,0.255899147,1.050276526,-0.250413593,-0.593460024,-0.40287762,1
96,-0.801671103,-1.370907504,0.366631756,0.441455421,0.299996938,-0.07619462,0
97,0.661500017,0.569908555,2.678226313,2.023603306,-0.382354015,-0.535976891,1
98,-2.291820824,-0.910847356,-0.69694261,0.457296565,-0.480034412,-1.056874197,0
99,-2.421462604,2.980401861,2.221082095,0.193377125,-0.653826965,0.109115958,0
100,-0.065788865,-0.687855841,0.565681819,-0.327665017,0.454923944,-0.083564976,1
101,-0.468427156,1.374662258,-0.140812654,0.401887287,0.299038249,-0.256923635,1
102,-0.075867992,0.103636521,0.002663669,-0.720296036,-0.124309631,-0.207897353,1
103,2.642592089,0.58297473,1.900568288,1.216759578,0.388687209,-0.683797047,1
104,-3.685155445,-0.899431783,-0.072370846,-0.616999511,1.014983361,-0.180003433,0
105,1.065422788,-1.066348942,1.651789014,0.138561399,0.277838563,-0.437378439,1
106,-0.214633803,1.75134823,0.728897403,0.702095488,-0.191236987,0.430892568,1
107,3.775523616,1.556141269,0.112716851,-0.672201265,0.353137052,0.050754411,1
108,4.52554635,2.263850869,-0.449523653,-0.737417086,0.368448342,-0.555146862,1
109,3.486721376,-0.481012019,0.080243958,0.339510775,0.395144401,0.556255216,1
110,0.204826238,0.636503243,-0.333609558,0.582621686,-0.083586506,-0.789071257,0
111,-0.60212366,0.325331171,1.534179605,1.210472869,0.100907242,0.176343537,0
112,-0.499570812,1.634978665,1.082407911,0.807112429,-0.044171785,0.358220478,0
113,-3.649492553,2.032067405,-0.478195605,-0.481459818,0.486755183,0.299709522,0
114,-3.37178711,-1.027695945,-1.596724224,-1.470748643,-1.204126516,-0.132047619,0
115,-3.878308239,0.095446291,-0.417090492,-0.562305926,-0.823867525,0.082092796,0
116,-2.672511358,-0.30681694,0.464264727,-0.091257053,1.034572616,0.088216947,0
117,-3.278783621,-3.337656585,-0.355460966,0.684425326,-0.451473076,0.760708313,1
118,-5.315105928,1.800232471,1.302131396,-0.42324293,-0.989310622,0.157184088,0
119,0.45056495,-0.451152336,-0.695153455,-0.414293984,0.86134798,-0.353816393,1
120,5.21480071,1.97797422,-0.491838109,-0.386243948,0.695779474,-0.268989607,1
121,1.817550987,2.124116981,0.538259716,-0.445366417,-0.187538002,0.11517401,1
122,1.087277515,-0.927492219,-0.414778132,-1.244490728,-0.642395869,0.255832054,1
123,2.813908357,2.29263845,1.333072854,0.674746836,0.233587688,-0.491710843,1
124,4.310937072,2.731122809,0.496760884,1.696493473,-0.024514439,0.646307128,1
125,0.386363496,-0.186125683,-0.594698663,0.960605121,-0.283014627,0.111263721,0
126,-0.376147637,0.690270636,-1.516723917,0.18824404,0.305266118,0.167675008,1
127,1.498990907,1.284594535,0.307685965,1.255235541,1.936454334,-0.274733395,1
128,-3.120361134,-0.551549089,-0.300569568,0.625567516,0.127563166,-0.599516265,0
129,2.170979198,2.704386138,-0.385085556,-1.185410874,-0.182270835,-0.143469356,1
130,2.17423999,0.348014836,0.243579132,-0.097772974,0.304327135,0.65455381,0
131,3.145164834,-1.007627559,-1.460578384,0.02992321,0.725965557,0.41826617,1
132,-2.702733132,2.251345531,-0.345736762,-0.152973417,-0.413041351,-0.412864416,0
133,-1.578639949,1.250127203,-1.535423791,0.16963452,-0.564289895,-0.809594807,0
134,-2.24035167,-2.282103537,-0.09953911,0.211977014,-0.128593895,-0.207017807,0
135,-1.947397355,-0.589012773,0.640959027,-0.351001121,-0.010946709,-0.181777358,0
136,0.891555536,-0.406053616,-1.947518652,-0.915698983,0.741633122,0.751058054,1
137,2.747765418,-3.687811047,2.217763027,-1.853501985,-1.00499967,-0.436494412,1
138,4.85809076,2.391797903,0.271007645,-1.080614297,0.522568214,0.360423443,1
139,0.931208526,0.057368458,-2.416890474,-0.367234088,-0.704824413,0.764340607,1
140,-0.483093008,0.624590012,-0.878747556,0.8381212,0.051713756,0.168546916,0
141,-4.470440229,0.821070711,0.185090125,-0.701762074,0.403745996,-0.983355361,0
142,2.224093724,-1.762559376,-0.990016943,-0.478834809,0.246792514,0.263365056,1
143,-3.059025452,-2.053249047,-0.255215106,0.311477556,-0.290532511,-0.542509687,1
144,-2.491254944,-3.160126639,-2.188935025,-0.81630837,-1.267223946,-0.409678657,0
145,-4.654136801,-0.237705672,0.341387951,0.680419165,1.553849368,-0.352553121,0
146,1.351002171,1.650887026,-0.026374402,0.785965457,-0.763486061,0.522785201,0
147,-2.322704669,-1.756580243,-0.447109803,-0.387759491,-0.453181404,-0.120973003,0
148,3.719953257,1.130148932,1.925964878,-0.447917731,0.044038966,0.478771471,1
149,1.564984597,0.262423302,0.097202764,-1.542654481,0.012950878,-0.036641764,1
150,1.393786921,0.629100367,-0.32526941,0.044044808,0.25266975,0.027743933,1
151,0.595299716,-0.767535231,-0.171220867,-0.093100581,-0.267850317,-0.409551464,0
152,-1.677696858,0.857906622,0.44627192,-1.891246998,0.206540803,0.217524346,1
153,3.663225549,1.487442907,-0.886896604,0.438127685,-0.230473788,0.268492838,1
154,3.671876864,1.246321589,-0.435511376,0.239616406,0.368462379,0.943071616,1
155,-2.648792003,1.154480486,0.050271303,-0.04885205,-0.40910466,0.305007595,0
156,-1.993028965,0.894262194,-1.58286648,-0.156326012,-0.40262705,0.182895255,0
157,0.347967673,-0.52563548,0.007386975,0.635943609,-0.396288024,-0.841001304,0
158,1.097254183,0.358305475,-0.407823801,0.760221685,-0.555454211,-0.104422556,0
159,-3.077095149,-0.868786794,0.540405449,0.230192078,0.935379764,-0.494816363,0
160,1.585512549,-1.094608475,1.53476996,-0.035971167,-0.077993971,-0.680833444,0
161,0.976197038,0.080589138,0.801208586,1.004353827,-0.412360154,0.136685386,1
162,2.236659593,0.198639832,0.155479984,1.050333276,0.183091435,0.395910663,1
163,0.054002722,0.544673069,-1.388780464,1.229062531,-1.357579318,-0.062897034,1
164,2.248629595,-2.217120654,1.260487139,1.065107813,0.835218675,-1.540017448,1
165,-0.377912428,-0.285984237,0.403394754,0.369725176,0.36767523,0.129139047,1
166,1.058546748,-1.988110406,0.827847412,0.470580649,-1.653830822,-0.479039188,1
167,-2.071913166,-1.468599373,0.884697569,1.037469601,0.891000322,-0.442686436,1
168,-3.530414591,2.413265352,-0.570424105,-0.288533888,0.692457471,0.563832175,0
169,1.925871619,0.009109948,-0.711215113,1.816984587,0.075638213,-0.847969179,1
170,-0.827333725,1.221178698,-0.00920538,0.578988192,1.690540105,0.130926801,1
171,-1.3026232,1.428438412,-0.743240682,0.324518403,0.426905101,0.3412442,0
172,-0.62418628,-0.144132315,1.839443846,-1.860053227,-0.550769788,0.101902531,1
173,-2.858862064,-3.99558648,0.577718154,-0.607531189,-0.099556211,0.647822898,0
174,0.346435383,-1.137893316,0.674990041,-0.105919609,-0.350302029,-0.005091603,0
175,-0.312428968,-1.223749219,-0.163311959,-2.232099383,0.686918197,-0.631654805,0
176,-3.194311992,1.682027253,1.739733764,0.288959753,-0.072771807,0.26854642,0
177,0.794032451,0.730606962,-0.097358583,-0.525033603,0.066565584,0.13037603,1
178,-0.048960992,0.32875683,0.572852708,-0.221914732,-2.062253318,0.479655624,1
179,-3.421963001,0.236541122,0.305147894,0.800821143,-0.027742827,-0.410511635,0
180,-2.175372451,1.285123009,0.996488937,1.748295523,0.70840363,0.009769013,0
181,4.876243857,-2.373138348,1.394509688,0.281576639,-1.119675096,-0.177395241,1
182,-1.391939323,-0.297692428,-0.418237086,0.486648288,-0.08966034,-0.802813163,0
183,-0.4672245,-2.63355795,0.181765266,1.804499701,0.160271188,1.232406063,1
184,1.36862518,2.309402017,0.518158267,-0.436592818,0.25682353,-0.143127607,0
185,-0.419994573,-0.381227927,-0.983632934,-0.490037852,-0.491381873,0.297126397,1
186,-4.243495076,-3.093136293,-0.635964656,0.584011924,0.408167349,-0.192505153,0
187,0.184980901,-0.666676252,0.484560998,0.003285078,-0.090523674,-0.073016326,1
188,-0.843604081,1.028661959,0.128271987,0.171861272,-0.668213572,-0.45587735,0
189,0.718660365,-1.377476626,-0.490583863,-1.235886847,1.660518775,-0.935466884,1
190,0.290359719,0.635336998,-0.238107179,-0.733605511,0.46475288,0.104261677,1
191,-0.485502902,1.224172177,-1.530558528,0.839026692,0.187084977,-0.016460905,0
192,2.540650691,1.549741935,0.92194326,-1.476831798,-0.375104368,0.271833771,0
193,0.372070718,-0.316768404,-0.520967592,-1.001312944,-0.047865871,0.513386499,0
194,-0.530880296,0.56141656,0.015863403,-0.017616289,-0.066575788,0.027948775,0
195,0.890850747,-1.044778249,1.856738875,-0.313430659,-0.23410534,0.176404436,1
196,0.411866961,0.651277981,1.515823798,-0.279002403,0.64704986,0.326057771,1
197,-1.828186821,-0.373463093,0.236129199,0.327357494,0.409283472,0.098243413,1
198,0.156745527,1.018015819,0.486539179,0.045575265,0.939237886,-0.290024431,1
199,0.624459886,-0.088599777,-1.299516365,-0.237352914,0.234862745,-0.099730922,1
200,1.019426633,0.239912001,0.232838341,0.780815776,0.54626136,0.063577505,1
201,-0.784719721,-0.776214509,-0.613997065,-1.392994148,0.394603429,0.153007575,1
202,-0.530351422,0.815174795,-0.689686284,0.917905604,-0.682048645,-0.095682911,0
203,-3.273019723,0.997292207,-2.678577851,-0.904239281,0.037477999,0.372683972,0
204,-3.147617777,-1.738622883,-0.353582562,0.103080296,0.451416105,0.051430384,0
205,-3.19260786,-1.031419611,0.815064906,0.67292146,0.943407008,-1.089629464,0
206,-1.511836174,-0.512911836,-0.222252918,1.549105474,-0.035788724,-0.741123437,0
207,1.27066104,-1.436804243,-0.052994559,-1.43333812,-0.164488188,0.529119012,1
208,0.725783976,1.037287085,0.792946362,1.657857127,-1.410931008,0.816650299,1
209,-4.833474791,-2.31685904,-0.543934075,-0.035121565,0.468380995,-0.024526516,0
210,1.21817198,-1.72670785,-0.74359417,-1.154494068,0.04293949,-0.137499868,1
211,-1.036943965,0.157423955,0.32290029,-1.006434912,-0.981477993,0.303225315,1
212,-5.391694595,0.008731383,2.569462087,0.928740274,0.0971462,0.702848306,0
213,1.436632452,0.417447208,-0.964932159,1.998701929,-1.193445468,0.460419955,1
214,-0.555986593,1.660522519,2.185214016,0.765272244,0.410126771,-0.458457826,0
215,0.65098967,0.576939372,-1.209483426,0.794150326,0.122159179,-0.068716107,0
216,-1.784577546,-0.637640101,-0.293140338,-0.535982531,0.130511075,-0.5705063,1
217,1.089236178,-0.880015456,-2.703702017,-0.477853226,-0.044700998,-0.247504476,0
218,-2.70966946,-0.575754014,1.006866611,-0.918164812,-1.722255615,0.303338223,1
219,1.490246533,1.275858774,-2.00700114,-0.575517571,0.678457912,-0.458894735,0
220,0.946005046,0.383136097,1.086276968,0.391708168,0.223903767,-0.151358566,1
221,3.814392991,0.139975242,-0.891296491,-0.240752982,0.226405543,0.32568902,1
222,-6.000569119,1.942026092,0.974564222,-0.370087459,-1.365893238,-0.172585493,0
223,-1.462078811,0.578578169,0.771206743,0.386231932,-0.08874451,0.23000413,0
224,-3.856972225,-1.826680185,-0.196853522,1.017766122,0.032611045,-0.374046337,0
225,-3.480883052,1.101378219,-1.315727423,-0.804059029,0.100724101,0.618207279,0
226,0.084284911,-0.526403321,-0.344688762,-1.105553512,0.34980884,-0.29278508,0
227,0.298182698,0.153328483,-0.94534168,1.836396876,-0.727480591,0.002509236,1
228,-0.191231234,-1.171899559,0.212169048,-0.488411848,-0.221916863,-0.053829883,1
229,-1.536449168,-0.825788111,-2.480379257,-0.997380084,-0.212859924,0.863201941,0
230,3.400061684,0.233688063,0.690196225,0.580250185,-0.181686912,0.389819944,1
231,1.924334971,0.062766869,-0.238799024,0.501931643,-0.844500185,0.465862405,1
232,-1.643394903,2.430195572,0.016011871,1.195805417,0.414010577,0.523896394,0
233,-3.040013513,-0.600107256,-0.886842435,0.578704316,-0.180385681,-0.229908886,0
234,-4.509310211,3.167812084,-2.301456545,0.38170895,0.352299147,-0.022015265,0
235,0.28615987,0.561923398,1.552480572,1.366170062,0.882106539,0.978480429,1
236,-1.64085185,-0.050366277,-1.021490014,0.629656297,-0.016249181,-0.427635826,0
237,2.069154553,-0.494280691,-1.138598998,0.612010846,0.313405265,0.568277615,1
238,-1.891647751,-2.306267416,0.542432683,1.647373678,0.030754426,0.20845572,0
239,-6.669580736,-0.626924031,0.649312302,-0.100062583,-0.85419335,0.275599474,0
240,-2.140586094,0.329865167,0.193394211,-0.41654752,-0.224142697,-0.190229684,0
241,-3.374564938,1.644121833,2.810640631,-0.168623697,0.177180283,1.224641211,1
242,5.195060891,3.01454466,0.087538709,-0.104035669,-0.154572231,0.108128065,1
243,4.240662244,-0.53261321,1.730578617,1.110414968,-0.090321425,-0.454985715,1
244,1.006517136,0.442771785,0.677320728,0.558773005,0.275535208,0.452112653,1
245,2.263903505,-0.288835209,-0.492692246,-0.12898194,-0.634191047,0.44640185,1
246,-1.453170628,0.000789593,2.045069695,1.128185953,0.496052885,0.141703578,0
247,0.075948238,0.656953467,1.189328815,-0.89096832,0.498352642,0.275310055,1
248,-0.504742307,0.634681888,-0.093082439,0.040735995,0.493595492,0.02766582,1
249,-0.84285322,0.514598438,-0.23112334,-0.536827439,0.500141749,0.276787876,1
250,-0.997631591,0.67845608,0.065481078,0.24873702,0.354490511,-0.258006834,1
251,1.532770197,0.47103434,-0.799692671,0.633238216,-0.736536007,0.768487269,1
252,-0.193648819,-0.409485664,-1.221600492,-0.790161466,-0.642669429,0.61539,1
253,2.857306,0.794823921,0.104691549,-0.178086234,-0.688623123,0.333872468,1
254,3.207066311,-1.540640778,0.32971563,-0.888311263,-0.033013204,-0.14487572,1
255,0.040555852,-0.805794649,1.558635632,-1.622976268,0.525773363,0.43062675,1
256,4.430750971,-0.571182035,-1.368816017,3.027631201,0.553776467,-1.41905074,0
257,0.493632375,0.068979139,-0.487324418,0.834419896,0.163560798,0.072230413,0
258,-0.048010828,-0.237171417,0.211306182,-0.035536072,0.200448244,0.164251094,0
259,-1.837302652,-3.084343916,-0.440864356,0.579453393,0.226875193,0.433524396,0
260,-1.075675739,0.14753804,0.648289722,-0.71521433,-0.202169252,-0.318401308,0
261,2.661154449,0.3814729,0.333204497,-0.975800729,-0.701173541,-0.073444237,0
262,-2.924296699,0.621831418,-1.891703047,-0.921584416,-0.415612778,-0.236969454,0
263,1.228429447,-0.423870555,-3.446514476,-1.279441924,-0.264437489,1.124447112,1
264,1.269459447,-0.677500982,0.727120647,-0.714552432,0.68890462,0.714217704,1
265,-3.178751684,-1.414634524,0.226386119,0.341140412,-0.07110849,-0.371758505,0
266,-2.271839496,0.249928288,-1.361711236,0.32590837,-0.047157537,-0.204183447,0
267,2.56200498,-1.800465546,-1.256665369,0.052364626,-0.823838917,-0.124356503,0
268,2.701769015,-1.005770636,-2.53178132,-0.809013737,0.427743398,0.013348282,1
269,-0.605192245,-0.957415873,-0.199780067,0.219054886,-0.129926075,-0.181730231,1
270,4.580380328,0.289932579,0.78195313,-1.982878879,-0.147908338,-0.021613259,1
271,2.892601408,2.606584408,-0.430216344,-1.608332837,-0.249306808,-0.428409469,1
272,4.883027694,-0.25775113,1.012320554,0.168419707,0.052132328,0.558054748,1
273,0.143765491,-0.120212282,0.114045072,0.378112884,0.035633659,0.396930326,0
274,-0.423055036,-1.068237563,-0.481222973,0.509971349,-0.092171818,-0.27130551,1
275,4.891801844,-2.451116624,-1.56706757,-0.424587048,1.224602676,-0.448968565,1
276,1.122177264,-0.153127755,0.322313104,-0.572648291,-0.321668853,-0.858464509,1
277,-0.896524012,0.296670889,-2.311327629,-0.075074416,0.184913495,0.317665324,0
278,-2.311995075,0.196420686,1.406172007,-0.664239572,0.293788473,-0.255196907,0
279,-0.063253399,-0.302067203,-0.845985385,0.173636769,-0.242737931,0.073898832,0
280,3.051045121,1.78356239,0.968817063,-0.79739024,-0.013662068,-0.048742819,1
281,-0.011060514,-0.584517293,0.34141514,1.19625885,0.105077386,-0.103028929,0
282,-3.404430782,-1.99392636,1.770432172,0.010170192,-0.599760874,0.755745629,0
283,2.588898261,-0.548709163,0.791750805,-0.120217246,0.038528163,0.49173035,1
284,-0.942596528,-0.129106282,0.798421364,-0.201383418,-0.274942509,-0.893500878,0
285,-1.705329178,0.037843704,-0.443658857,0.155872836,0.45800602,-0.145941557,0
286,-1.256959154,0.889909102,-1.603122618,0.840230804,0.380332855,-0.161298598,0
287,0.686679574,-0.386523521,-1.709385299,0.234653775,-1.151043058,0.971039486,0
288,5.669036032,1.732286975,-1.575478367,0.917333257,0.47555237,-0.98150166,1
289,-3.302565526,0.879222052,0.028065896,-1.128036349,0.128119523,0.331676668,0
290,2.739029408,-0.298500212,-0.124664058,0.051100954,0.119954662,0.094100622,1
291,2.65120372,-1.011810614,-0.108972628,0.697029925,0.178376228,0.313086791,1
292,2.902792086,0.577806252,-0.14850262,0.764679414,0.451238293,0.402071052,1
293,-0.528347218,-1.194485261,1.164627895,-0.691041998,-0.06128499,-0.327464383,0
294,0.720193986,-1.083462704,-2.008320849,-0.541575536,2.201442924,-0.565081454,0
295,-4.346008205,0.044068315,1.024065581,0.168638519,-0.123476772,-0.015872958,0
296,-3.684246072,-2.491960296,-1.010205289,0.18987727,-0.131597074,0.549757783,1
297,2.074211594,-0.041969264,1.356061392,-0.264526878,0.162937269,-0.568670283,1
298,4.026797617,0.535196361,0.28954835,-1.820915833,-0.667175959,-1.043635133,1
299,-5.62465428,-1.89959924,-0.363637858,0.497744829,0.128109005,0.44247744,0
300,0.611202935,-0.781975674,0.877420061,0.092726579,1.232534829,0.112090461,0
301,-4.586994518,-0.957438398,-1.270160158,0.906181784,0.3142711,0.383309735,0
302,0.45520389,0.114247726,-1.956089307,0.98346955,-0.343726886,0.038285459,1
303,1.663603873,0.912591203,-1.243492636,1.369625129,-0.248747044,-0.446124101,1
304,-2.583506489,0.754728591,-1.449169902,-0.663353616,0.478897748,0.859625771,0
305,2.173146998,-1.108628142,-0.162947365,0.002674011,-0.346800601,-0.096521131,1
306,-1.747986657,-0.018634949,0.017059715,1.266376093,-0.295290245,-0.50829714,0
307,-0.875701187,-0.527202629,1.130985484,1.038682264,1.418225162,0.601606795,0
308,0.280379397,-0.636807772,-0.426494381,0.399633387,0.541667845,-0.06984326,1
309,2.853440938,2.483340131,1.790315563,0.009697328,0.170633771,-0.746047168,1
310,-1.349434392,-2.251360654,-0.547910172,1.335880278,0.073274973,0.294413972,0
311,5.594970561,0.049434533,1.228395475,-0.594217818,-1.248768784,-0.978042519,1
312,2.849138423,-0.756596919,0.644559042,0.655939544,-1.048714058,0.377677711,1
313,1.465590653,-1.067663255,0.471626266,0.745841708,0.82697783,0.991055531,1
314,-5.063061594,1.426250713,1.14332928,0.23869085,-1.391483288,-0.30552307,0
315,1.4128225,0.965030319,0.241234119,0.303675999,-0.268495874,0.493847992,1
316,2.960222263,-2.205190441,-0.606037479,0.23431764,0.306334271,0.617609021,0
317,-3.557172025,0.734903779,1.496903201,-0.746751078,-0.431050322,0.274159219,0
318,2.203820266,-0.212996293,-1.029200715,0.780953843,-0.151741398,0.32748387,0
319,-2.744732117,-0.125536427,-1.098524333,0.312334396,-0.178336617,-0.958586865,0
320,-0.039516039,0.456925603,0.165684959,0.536493425,0.057721686,0.2208845,0
321,0.906361653,0.566140606,-0.896231531,-0.164810644,-0.111126136,-0.19184141,1
322,3.187022587,0.195845938,-0.334532199,0.870807323,-0.807930774,0.800535368,1
323,-3.983246987,1.112849093,-0.358306142,0.218183747,-0.543731997,-0.163105001,0
324,-0.130186241,0.808276757,3.477399544,1.0178386,2.274495192,-0.180918292,1
